CPP,Indicator,Type,Year,value
Midlothian,Crime Rate,Raw data,2007/08,788
Moray,Crime Rate,Raw data,2007/08,619
North Ayrshire,Crime Rate,Raw data,2007/08,746
North Lanarkshire,Crime Rate,Raw data,2007/08,789.3333333333334
Orkney Islands,Crime Rate,Raw data,2007/08,245
Perth and Kinross,Crime Rate,Raw data,2007/08,537.3333333333334
Renfrewshire,Crime Rate,Raw data,2007/08,789.3333333333334
Scotland,Crime Rate,Raw data,2007/08,793.6666666666666
Scottish Borders,Crime Rate,Raw data,2007/08,465.3333333333333
Shetland Islands,Crime Rate,Raw data,2007/08,357.3333333333333
South Ayrshire,Crime Rate,Raw data,2007/08,653.6666666666666
South Lanarkshire,Crime Rate,Raw data,2007/08,660.6666666666666
Stirling,Crime Rate,Raw data,2007/08,670
West Dunbartonshire,Crime Rate,Raw data,2007/08,989
West Lothian,Crime Rate,Raw data,2007/08,745.3333333333334
Aberdeen City,Crime Rate,Raw data,2008/09,1048.3333333333333
Aberdeenshire,Crime Rate,Raw data,2008/09,379.3333333333333
Angus,Crime Rate,Raw data,2008/09,516.3333333333334
Argyll and Bute,Crime Rate,Raw data,2008/09,551.3333333333334
Clackmannanshire,Crime Rate,Raw data,2008/09,895
Dumfries and Galloway,Crime Rate,Raw data,2008/09,564
Dundee City,Crime Rate,Raw data,2008/09,1003.6666666666666
East Ayrshire,Crime Rate,Raw data,2008/09,699.3333333333334
East Dunbartonshire,Crime Rate,Raw data,2008/09,417.3333333333333
East Lothian,Crime Rate,Raw data,2008/09,494.3333333333333
East Renfrewshire,Crime Rate,Raw data,2008/09,424.6666666666667
"Edinburgh, City of",Crime Rate,Raw data,2008/09,1008.6666666666666
Eilean Siar,Crime Rate,Raw data,2008/09,363
Falkirk,Crime Rate,Raw data,2008/09,639.6666666666666
Fife,Crime Rate,Raw data,2008/09,741.3333333333334
Glasgow City,Crime Rate,Raw data,2008/09,1244
Highland,Crime Rate,Raw data,2008/09,635.3333333333334
Inverclyde,Crime Rate,Raw data,2008/09,803
Midlothian,Crime Rate,Raw data,2008/09,721.3333333333334
Moray,Crime Rate,Raw data,2008/09,583
North Ayrshire,Crime Rate,Raw data,2008/09,734
North Lanarkshire,Crime Rate,Raw data,2008/09,786
Orkney Islands,Crime Rate,Raw data,2008/09,239
Perth and Kinross,Crime Rate,Raw data,2008/09,504
Renfrewshire,Crime Rate,Raw data,2008/09,783.6666666666666
Scotland,Crime Rate,Raw data,2008/09,762.6666666666666
Scottish Borders,Crime Rate,Raw data,2008/09,433.3333333333333
Shetland Islands,Crime Rate,Raw data,2008/09,361.6666666666667
South Ayrshire,Crime Rate,Raw data,2008/09,639.6666666666666
South Lanarkshire,Crime Rate,Raw data,2008/09,648.3333333333334
Stirling,Crime Rate,Raw data,2008/09,651.3333333333334
West Dunbartonshire,Crime Rate,Raw data,2008/09,970
West Lothian,Crime Rate,Raw data,2008/09,699.3333333333334
Aberdeen City,Crime Rate,Raw data,2009/10,969.3215471680464
Aberdeenshire,Crime Rate,Raw data,2009/10,344.71413904973105
Angus,Crime Rate,Raw data,2009/10,482.968253968254
Argyll and Bute,Crime Rate,Raw data,2009/10,509.67273804235157
Clackmannanshire,Crime Rate,Raw data,2009/10,778.8686189157103
Dumfries and Galloway,Crime Rate,Raw data,2009/10,506.4710569434157
Dundee City,Crime Rate,Raw data,2009/10,920.1927377548412
East Ayrshire,Crime Rate,Raw data,2009/10,683.9189473976097
East Dunbartonshire,Crime Rate,Raw data,2009/10,392.2022672271048
East Lothian,Crime Rate,Raw data,2009/10,468.5000516368894
East Renfrewshire,Crime Rate,Raw data,2009/10,386.5396683101748
"Edinburgh, City of",Crime Rate,Raw data,2009/10,930.210442574216
Eilean Siar,Crime Rate,Raw data,2009/10,306.07512095747387
Falkirk,Crime Rate,Raw data,2009/10,591.558586918503
Fife,Crime Rate,Raw data,2009/10,652.360608228324
Glasgow City,Crime Rate,Raw data,2009/10,1148.463427758991
Highland,Crime Rate,Raw data,2009/10,593.8949309870441
Inverclyde,Crime Rate,Raw data,2009/10,747.4393882724515
Midlothian,Crime Rate,Raw data,2009/10,674.0590273481005
Moray,Crime Rate,Raw data,2009/10,522.3528024944862
North Ayrshire,Crime Rate,Raw data,2009/10,722.4185176985708
North Lanarkshire,Crime Rate,Raw data,2009/10,759.9205687668546
Orkney Islands,Crime Rate,Raw data,2009/10,248.34802939211758
Perth and Kinross,Crime Rate,Raw data,2009/10,457.55886048477373
Renfrewshire,Crime Rate,Raw data,2009/10,725.6303140878504
Scotland,Crime Rate,Raw data,2009/10,707.2682582466949
Scottish Borders,Crime Rate,Raw data,2009/10,391.2520411785587
Shetland Islands,Crime Rate,Raw data,2009/10,371.4532492871079
South Ayrshire,Crime Rate,Raw data,2009/10,585.8030629337162
South Lanarkshire,Crime Rate,Raw data,2009/10,606.8208814416963
Stirling,Crime Rate,Raw data,2009/10,609.5989782886335
West Dunbartonshire,Crime Rate,Raw data,2009/10,914.0832966710663
West Lothian,Crime Rate,Raw data,2009/10,659.0857499220456
Aberdeen City,Crime Rate,Raw data,2010/11,913.4987763500657
Aberdeenshire,Crime Rate,Raw data,2010/11,338.08023881374766
Angus,Crime Rate,Raw data,2010/11,459.5480073673073
Argyll and Bute,Crime Rate,Raw data,2010/11,469.78036136073723
Clackmannanshire,Crime Rate,Raw data,2010/11,699.9330734551796
Dumfries and Galloway,Crime Rate,Raw data,2010/11,472.663062701789
Dundee City,Crime Rate,Raw data,2010/11,866.9203234041123
East Ayrshire,Crime Rate,Raw data,2010/11,658.0489096952367
East Dunbartonshire,Crime Rate,Raw data,2010/11,385.0708208065018
East Lothian,Crime Rate,Raw data,2010/11,472.00432514116295
East Renfrewshire,Crime Rate,Raw data,2010/11,369.21519507661066
"Edinburgh, City of",Crime Rate,Raw data,2010/11,862.8452652517441
Eilean Siar,Crime Rate,Raw data,2010/11,283.37383547955613
Falkirk,Crime Rate,Raw data,2010/11,560.9114052901105
Fife,Crime Rate,Raw data,2010/11,587.1686187482956
Glasgow City,Crime Rate,Raw data,2010/11,1064.166271792593
Highland,Crime Rate,Raw data,2010/11,561.1720444945415
Inverclyde,Crime Rate,Raw data,2010/11,718.8662404725268
Midlothian,Crime Rate,Raw data,2010/11,641.8227279478868
Moray,Crime Rate,Raw data,2010/11,483.8215667443722
North Ayrshire,Crime Rate,Raw data,2010/11,708.7019422682803
North Lanarkshire,Crime Rate,Raw data,2010/11,715.8942583529966
Orkney Islands,Crime Rate,Raw data,2010/11,255.27111906558017
Perth and Kinross,Crime Rate,Raw data,2010/11,421.9504335438255
Renfrewshire,Crime Rate,Raw data,2010/11,705.5544452674882
Scotland,Crime Rate,Raw data,2010/11,664.8149284879133
Scottish Borders,Crime Rate,Raw data,2010/11,369.1255239463447
Shetland Islands,Crime Rate,Raw data,2010/11,366.82229690615554
South Ayrshire,Crime Rate,Raw data,2010/11,553.8784398181383
South Lanarkshire,Crime Rate,Raw data,2010/11,569.8614526015441
Stirling,Crime Rate,Raw data,2010/11,589.8796312287187
West Dunbartonshire,Crime Rate,Raw data,2010/11,859.4902746991107
West Lothian,Crime Rate,Raw data,2010/11,607.4232673557973
Aberdeen City,Crime Rate,Raw data,2011/12,850.1796280574122
Aberdeenshire,Crime Rate,Raw data,2011/12,321.224557607501
Angus,Crime Rate,Raw data,2011/12,403.3355875896702
Argyll and Bute,Crime Rate,Raw data,2011/12,440.6131924058687
Clackmannanshire,Crime Rate,Raw data,2011/12,634.3139414218267
Dumfries and Galloway,Crime Rate,Raw data,2011/12,442.8872510938823
Dundee City,Crime Rate,Raw data,2011/12,784.450171587117
East Ayrshire,Crime Rate,Raw data,2011/12,640.4820766392189
East Dunbartonshire,Crime Rate,Raw data,2011/12,379.4705211667071
East Lothian,Crime Rate,Raw data,2011/12,446.9336654012559
East Renfrewshire,Crime Rate,Raw data,2011/12,343.6939559744033
"Edinburgh, City of",Crime Rate,Raw data,2011/12,784.1461911776701
Eilean Siar,Crime Rate,Raw data,2011/12,277.14479662475037
Falkirk,Crime Rate,Raw data,2011/12,530.3794711017441
Fife,Crime Rate,Raw data,2011/12,526.1125263437261
Glasgow City,Crime Rate,Raw data,2011/12,1007.061751310987
Highland,Crime Rate,Raw data,2011/12,533.6489073807221
Inverclyde,Crime Rate,Raw data,2011/12,696.4575894584731
Midlothian,Crime Rate,Raw data,2011/12,589.4560491408778
Moray,Crime Rate,Raw data,2011/12,457.02349202514233
North Ayrshire,Crime Rate,Raw data,2011/12,683.0347329143248
North Lanarkshire,Crime Rate,Raw data,2011/12,672.7393667159207
Orkney Islands,Crime Rate,Raw data,2011/12,234.71556351002462
Perth and Kinross,Crime Rate,Raw data,2011/12,381.88551469238973
Renfrewshire,Crime Rate,Raw data,2011/12,677.0099585012025
Scotland,Crime Rate,Raw data,2011/12,622.4492184069715
Scottish Borders,Crime Rate,Raw data,2011/12,344.0341997454314
Shetland Islands,Crime Rate,Raw data,2011/12,335.0074820913407
South Ayrshire,Crime Rate,Raw data,2011/12,516.6328320734269
South Lanarkshire,Crime Rate,Raw data,2011/12,531.8416014320097
Stirling,Crime Rate,Raw data,2011/12,573.8638771249399
West Dunbartonshire,Crime Rate,Raw data,2011/12,811.9496224931199
West Lothian,Crime Rate,Raw data,2011/12,564.8764727433919
Aberdeen City,Crime Rate,Raw data,2012/13,794.6339632956809
Aberdeenshire,Crime Rate,Raw data,2012/13,305.71774219805
Angus,Crime Rate,Raw data,2012/13,371.46381137006784
Argyll and Bute,Crime Rate,Raw data,2012/13,403.7287119815549
Clackmannanshire,Crime Rate,Raw data,2012/13,587.1801396553516
Dumfries and Galloway,Crime Rate,Raw data,2012/13,408.52952658326404
Dundee City,Crime Rate,Raw data,2012/13,712.4737100796712
East Ayrshire,Crime Rate,Raw data,2012/13,590.0567509831511
East Dunbartonshire,Crime Rate,Raw data,2012/13,361.0857924305653
East Lothian,Crime Rate,Raw data,2012/13,400.47503850376415
East Renfrewshire,Crime Rate,Raw data,2012/13,321.34831474640254
"Edinburgh, City of",Crime Rate,Raw data,2012/13,716.6242714286049
Eilean Siar,Crime Rate,Raw data,2012/13,282.57069816216404
Falkirk,Crime Rate,Raw data,2012/13,512.0856853232851
Fife,Crime Rate,Raw data,2012/13,470.6080577021947
Glasgow City,Crime Rate,Raw data,2012/13,956.7981354073364
Highland,Crime Rate,Raw data,2012/13,495.928880082725
Inverclyde,Crime Rate,Raw data,2012/13,643.7833278375405
Midlothian,Crime Rate,Raw data,2012/13,535.5419370127198
Moray,Crime Rate,Raw data,2012/13,421.6778711335287
North Ayrshire,Crime Rate,Raw data,2012/13,644.0627728516108
North Lanarkshire,Crime Rate,Raw data,2012/13,616.9167531345687
Orkney Islands,Crime Rate,Raw data,2012/13,216.12414787452084
Perth and Kinross,Crime Rate,Raw data,2012/13,357.4176119390232
Renfrewshire,Crime Rate,Raw data,2012/13,629.494890042808
Scotland,Crime Rate,Raw data,2012/13,578.7229154519464
Scottish Borders,Crime Rate,Raw data,2012/13,317.4336536324199
Shetland Islands,Crime Rate,Raw data,2012/13,286.4060846560846
South Ayrshire,Crime Rate,Raw data,2012/13,502.496196772076
South Lanarkshire,Crime Rate,Raw data,2012/13,503.2898728507154
Stirling,Crime Rate,Raw data,2012/13,536.6901494697757
West Dunbartonshire,Crime Rate,Raw data,2012/13,758.8552589783176
West Lothian,Crime Rate,Raw data,2012/13,501.2350259602561
Aberdeen City,Crime Rate,Raw data,2013/14,732.6519086832915
Aberdeenshire,Crime Rate,Raw data,2013/14,284.76115072404144
Angus,Crime Rate,Raw data,2013/14,346.7039707950567
Argyll and Bute,Crime Rate,Raw data,2013/14,368.2252908210341
Clackmannanshire,Crime Rate,Raw data,2013/14,516.2384100248785
Dumfries and Galloway,Crime Rate,Raw data,2013/14,375.0349765157584
Dundee City,Crime Rate,Raw data,2013/14,637.3188899474862
East Ayrshire,Crime Rate,Raw data,2013/14,533.4726887181931
East Dunbartonshire,Crime Rate,Raw data,2013/14,331.759842289672
East Lothian,Crime Rate,Raw data,2013/14,359.17518488899344
East Renfrewshire,Crime Rate,Raw data,2013/14,280.9041176703127
"Edinburgh, City of",Crime Rate,Raw data,2013/14,697.83731199894
Eilean Siar,Crime Rate,Raw data,2013/14,244.75616855492365
Falkirk,Crime Rate,Raw data,2013/14,484.0083749912178
Fife,Crime Rate,Raw data,2013/14,446.8541930672268
Glasgow City,Crime Rate,Raw data,2013/14,919.7448597250881
Highland,Crime Rate,Raw data,2013/14,438.44528449752846
Inverclyde,Crime Rate,Raw data,2013/14,587.7861855117027
Midlothian,Crime Rate,Raw data,2013/14,517.4799286600803
Moray,Crime Rate,Raw data,2013/14,377.26033458192927
North Ayrshire,Crime Rate,Raw data,2013/14,593.0060500055356
North Lanarkshire,Crime Rate,Raw data,2013/14,570.4678910733725
Orkney Islands,Crime Rate,Raw data,2013/14,197.78535738201938
Perth and Kinross,Crime Rate,Raw data,2013/14,341.5832864829044
Renfrewshire,Crime Rate,Raw data,2013/14,582.6616156774313
Scotland,Crime Rate,Raw data,2013/14,541.6863965580886
Scottish Borders,Crime Rate,Raw data,2013/14,300.743215857462
Shetland Islands,Crime Rate,Raw data,2013/14,241.58876117496808
South Ayrshire,Crime Rate,Raw data,2013/14,471.0421461319309
South Lanarkshire,Crime Rate,Raw data,2013/14,475.7387940417225
Stirling,Crime Rate,Raw data,2013/14,484.1797500178927
West Dunbartonshire,Crime Rate,Raw data,2013/14,682.892997574257
West Lothian,Crime Rate,Raw data,2013/14,484.82112988829994
Aberdeen City,Crime Rate,Raw data,2014/15,664.8168726593082
Aberdeenshire,Crime Rate,Raw data,2014/15,256.31036999810635
Angus,Crime Rate,Raw data,2014/15,339.0273683428522
Argyll and Bute,Crime Rate,Raw data,2014/15,331.31427892564784
Clackmannanshire,Crime Rate,Raw data,2014/15,472.1736845339754
Dumfries and Galloway,Crime Rate,Raw data,2014/15,349.1881390640412
Dundee City,Crime Rate,Raw data,2014/15,605.1127523629797
East Ayrshire,Crime Rate,Raw data,2014/15,489.56606018327085
East Dunbartonshire,Crime Rate,Raw data,2014/15,297.87911503918275
East Lothian,Crime Rate,Raw data,2014/15,339.7924720990947
East Renfrewshire,Crime Rate,Raw data,2014/15,250.15812721345245
"Edinburgh, City of",Crime Rate,Raw data,2014/15,695.2452437493962
Eilean Siar,Crime Rate,Raw data,2014/15,199.63046734856732
Falkirk,Crime Rate,Raw data,2014/15,451.0503320164276
Fife,Crime Rate,Raw data,2014/15,414.7184141363209
Glasgow City,Crime Rate,Raw data,2014/15,845.6597973944977
Highland,Crime Rate,Raw data,2014/15,361.48565312857926
Inverclyde,Crime Rate,Raw data,2014/15,537.345182965359
Midlothian,Crime Rate,Raw data,2014/15,506.4630479418989
Moray,Crime Rate,Raw data,2014/15,320.8218217901653
North Ayrshire,Crime Rate,Raw data,2014/15,526.4466806371264
North Lanarkshire,Crime Rate,Raw data,2014/15,524.6709653804687
Orkney Islands,Crime Rate,Raw data,2014/15,176.82014715094536
Perth and Kinross,Crime Rate,Raw data,2014/15,332.86869610990874
Renfrewshire,Crime Rate,Raw data,2014/15,529.7418119464816
Scotland,Crime Rate,Raw data,2014/15,502.17674822279395
Scottish Borders,Crime Rate,Raw data,2014/15,280.72228889640036
Shetland Islands,Crime Rate,Raw data,2014/15,205.01715039070123
South Ayrshire,Crime Rate,Raw data,2014/15,455.6670683079521
South Lanarkshire,Crime Rate,Raw data,2014/15,452.04234215020506
Stirling,Crime Rate,Raw data,2014/15,442.04052122875447
West Dunbartonshire,Crime Rate,Raw data,2014/15,604.3628076241499
West Lothian,Crime Rate,Raw data,2014/15,453.0611223556305
Aberdeen City,Crime Rate,Raw data,2015/16,642.5614853794893
Aberdeenshire,Crime Rate,Raw data,2015/16,241.65456953673947
Angus,Crime Rate,Raw data,2015/16,335.3963358913008
Argyll and Bute,Crime Rate,Raw data,2015/16,322.78903196141516
Clackmannanshire,Crime Rate,Raw data,2015/16,455.1583010771104
Dumfries and Galloway,Crime Rate,Raw data,2015/16,343.1122099468655
Dundee City,Crime Rate,Raw data,2015/16,599.8447141733766
East Ayrshire,Crime Rate,Raw data,2015/16,478.6086576625935
East Dunbartonshire,Crime Rate,Raw data,2015/16,281.09236482232967
East Lothian,Crime Rate,Raw data,2015/16,339.62657103954564
East Renfrewshire,Crime Rate,Raw data,2015/16,233.9461501969177
"Edinburgh, City of",Crime Rate,Raw data,2015/16,726.8350813863682
Eilean Siar,Crime Rate,Raw data,2015/16,168.69416728051965
Falkirk,Crime Rate,Raw data,2015/16,440.17829631457533
Fife,Crime Rate,Raw data,2015/16,414.79341182429243
Glasgow City,Crime Rate,Raw data,2015/16,824.1899783087364
Highland,Crime Rate,Raw data,2015/16,323.96612415929866
Inverclyde,Crime Rate,Raw data,2015/16,540.87008447076
Midlothian,Crime Rate,Raw data,2015/16,515.9771990829345
Moray,Crime Rate,Raw data,2015/16,300.221960280939
North Ayrshire,Crime Rate,Raw data,2015/16,504.5001845019043
North Lanarkshire,Crime Rate,Raw data,2015/16,511.85951529244926
Orkney Islands,Crime Rate,Raw data,2015/16,157.0953000914974
Perth and Kinross,Crime Rate,Raw data,2015/16,331.6666075677524
Renfrewshire,Crime Rate,Raw data,2015/16,524.4398494755385
Scotland,Crime Rate,Raw data,2015/16,493.45218939668615
Scottish Borders,Crime Rate,Raw data,2015/16,280.6061907462797
Shetland Islands,Crime Rate,Raw data,2015/16,189.7479478082741
South Ayrshire,Crime Rate,Raw data,2015/16,449.50096101338033
South Lanarkshire,Crime Rate,Raw data,2015/16,443.1597839347045
Stirling,Crime Rate,Raw data,2015/16,432.4229058929279
West Dunbartonshire,Crime Rate,Raw data,2015/16,569.0608117018292
West Lothian,Crime Rate,Raw data,2015/16,449.92522882508115
Aberdeen City,Crime Rate,Raw data,2016/17,609.3600037596643
Aberdeenshire,Crime Rate,Raw data,2016/17,230.89512532915614
Angus,Crime Rate,Raw data,2016/17,307.7014751075688
Argyll and Bute,Crime Rate,Raw data,2016/17,287.5292349118812
Clackmannanshire,Crime Rate,Raw data,2016/17,426.60657089795995
Dumfries and Galloway,Crime Rate,Raw data,2016/17,372.16123464058654
Dundee City,Crime Rate,Raw data,2016/17,586.3082895854815
East Ayrshire,Crime Rate,Raw data,2016/17,463.99331939297014
East Dunbartonshire,Crime Rate,Raw data,2016/17,258.5533643532169
East Lothian,Crime Rate,Raw data,2016/17,334.9976936918154
East Renfrewshire,Crime Rate,Raw data,2016/17,226.0073922725403
"Edinburgh, City of",Crime Rate,Raw data,2016/17,645.2301758308225
Eilean Siar,Crime Rate,Raw data,2016/17,136.368634878013
Falkirk,Crime Rate,Raw data,2016/17,383.7660394981426
Fife,Crime Rate,Raw data,2016/17,371.94592967546936
Glasgow City,Crime Rate,Raw data,2016/17,735.98685184641
Highland,Crime Rate,Raw data,2016/17,286.4140389826454
Inverclyde,Crime Rate,Raw data,2016/17,498.04361214189316
Midlothian,Crime Rate,Raw data,2016/17,501.4703418313573
Moray,Crime Rate,Raw data,2016/17,278.91651862475845
North Ayrshire,Crime Rate,Raw data,2016/17,468.14425246873094
North Lanarkshire,Crime Rate,Raw data,2016/17,483.892467925846
Orkney Islands,Crime Rate,Raw data,2016/17,121.32203971708257
Perth and Kinross,Crime Rate,Raw data,2016/17,317.5353437936027
